cell, mean, sigma, rms, rms_relative, absolute_err
44 0.00040125168060707074 0.0002500034028592434 0.0004727627445465641 0.000615341717275946 0.00040125168060707074 
45 0.0005067947497786141 0.0002464381149095145 0.0005635358576730705 0.0007549754858372184 0.0005067947497786141 
46 0.0003884539091151054 0.0002265948703830216 0.00044971288039226187 0.0006137373602452875 0.0003884539091151054 
47 0.00035079588311260875 0.00021046124390175337 0.0004090864050459614 0.0005762344653230242 0.00035079588311260875 
48 0.0003752543258129686 0.00019905392675457652 0.00042478026648817146 0.0006282597418929342 0.0003752543258129686 
49 0.00036595515650049946 0.00019027527879800397 0.00041246558437154875 0.0005471717615435669 0.00036595515650049946 
50 0.00034159422743434194 0.0001921115262099035 0.0003919100084447492 0.0004752007817291603 0.00034159422743434194 
51 0.0003417990962806547 0.00019412229380953177 0.00039307771136525466 0.0005248145668483483 0.0003417990962806547 
52 0.00036244564624782823 0.00021242530129794728 0.0004201087420127431 0.000444828713323428 0.00036244564624782823 
53 0.00027849764474143667 0.00016757507780640633 0.00032502668325592993 0.0004127628493109416 0.00027849764474143667 
54 0.00036730735760072365 0.000212890712750831 0.0004245434612889271 0.0005015130381581188 0.00036730735760072365 
55 0.0003516922485042208 0.00020771314038070323 0.00040845095953464025 0.0005089095707403454 0.0003516922485042208 
56 0.0003513705111020872 0.00020709655166859997 0.0004078605371755977 0.0004943542810346374 0.0003513705111020872 
57 0.00038707978443704914 0.00020724820502046736 0.00043907012879953257 0.0006321718808051021 0.00038707978443704914 
58 0.0003062569505111331 0.00018629657636944945 0.00035846859570031614 0.0004592687444821599 0.0003062569505111331 
59 0.00032330716611362595 0.00018754053195174926 0.00037376326034693243 0.0005139208431466176 0.00032330716611362595 
60 0.00034466528809673415 0.00020218719747100872 0.0003995920715429492 0.00045600290577464843 0.00034466528809673415 
61 0.0003768656188092265 0.00021629761922470713 0.0004345254362206401 0.0006333403818029093 0.0003768656188092265 
62 0.00033376756271541046 0.00020064447540587012 0.0003894341939684833 0.0005517276065970923 0.00033376756271541046 
63 0.000332720752772177 0.0001852762229772015 0.0003808285416378109 0.0005551125114049203 0.000332720752772177 
64 0.00038319473988335625 0.00020962283529012306 0.0004367836326481833 0.0005735459020400057 0.00038319473988335625 
65 0.00045517589477574904 0.0002911343002069013 0.0005403186799860485 0.0006317240975649266 0.00045517589477574904 
66 0.0004739168237809344 0.00023361985559309546 0.0005283705071159329 0.000665943484344591 0.0004739168237809344 
67 0.0003278473735011889 0.0001748823347309552 0.00037157466451922947 0.0005256876620417878 0.0003278473735011889 
68 0.0003721766392584584 0.00020106766338274612 0.0004230173236026132 0.0004856742338825353 0.0003721766392584584 
69 0.00035515123600259713 0.00020296137247112088 0.00040905466523379676 0.0005757713852360694 0.00035515123600259713 
70 0.00037132372328943346 0.00020941387338017025 0.00042630444267168237 0.0004747643914979604 0.00037132372328943346 
71 0.0003385894090581945 0.00019903301438169174 0.0003927555585096665 0.000555738179868263 0.0003385894090581945 
72 0.00036330624778321136 0.0002174490945479041 0.0004234094217161676 0.00045721029675140366 0.00036330624778321136 
73 0.00037944767378074776 0.00020173989188867803 0.00042974355273450726 0.0005999324548978535 0.00037944767378074776 
74 0.00034917771013315665 0.00021599721281644133 0.000410584789292426 0.000593619861488485 0.00034917771013315665 
75 0.00036755202527567727 0.00019511532679032404 0.0004161303666313563 0.0005167591687841707 0.00036755202527567727 
76 0.0005283568414140786 0.00028311675931419575 0.0005994297717611581 0.0012840487561893467 0.0005283568414140786 
77 0.00039789594178992437 0.0002142281689610975 0.0004519014149892822 0.000579473391567234 0.00039789594178992437 
78 0.0003406737521724402 0.0001978724487572211 0.00039396968334686405 0.0005645387556994024 0.0003406737521724402 
79 0.0002853004606060568 0.00016111212291453425 0.0003276483922927994 0.00041574237071419744 0.0002853004606060568 
80 0.0003270842441632085 0.0001875830526661541 0.0003770563677056396 0.00042331126473854326 0.0003270842441632085 
81 0.0004002997214688441 0.0002180636526643587 0.00045584166507829914 0.0005371671436554379 0.0004002997214688441 
82 0.0004567477307323855 0.0002199936956757547 0.0005069671741506152 0.0008401964112500733 0.0004567477307323855 
83 0.0003481287932553645 0.00021072469222251203 0.0004069380205949166 0.0005041737607987827 0.0003481287932553645 
84 0.00034431310202867935 0.00019869780753352834 0.0003975328048692874 0.0005919203608346073 0.00034431310202867935 
85 0.000393194312535695 0.00024077731371046298 0.0004610590875452348 0.0006392972974890642 0.000393194312535695 
86 0.0003464577541138177 0.0001984017265698605 0.00039924456225663517 0.00042280488826815455 0.0003464577541138177 
87 0.0002891962897781082 0.00017776812585947732 0.0003394642847090317 0.00045955193866019237 0.0002891962897781082 
88 0.0003159282013075925 0.00018613825520523363 0.00036668525799696304 0.0005602278531041213 0.0003159282013075925 
89 0.00038139612029359734 0.0002007075450325217 0.0004309832006099424 0.0005449737150519205 0.00038139612029359734 
90 0.00037256791002349626 0.00018306477391549268 0.00041511391090639984 0.0006163087536001554 0.00037256791002349626 
91 0.00038726291675828623 0.00022237215419675804 0.0004465668389594575 0.000597850316528132 0.00038726291675828623 
92 5.8176986621468325 9.764499481312049 11.366224872141508 34.64072409662086 5.8176986621468325 
93 0.0003777221465477916 0.00021365968099286588 0.0004339636842808907 0.00046947131796489937 0.0003777221465477916 
94 0.00036521191789077494 0.00022014092030945456 0.00042642909113257244 0.0006109449408985313 0.00036521191789077494 
95 0.00035802235402640405 0.00021020087362696703 0.00041516793380046586 0.000532901302248364 0.00035802235402640405 
96 0.0003685365750675544 0.0002153766016781466 0.00042685628461222185 0.0005339270697267315 0.0003685365750675544 
97 0.0003254410812827833 0.00018630881292591226 0.0003749971615364171 0.000558195847876309 0.0003254410812827833 
98 0.0003964016962704029 0.00023324212001513286 0.0004599306375478877 0.0005812242112133036 0.0003964016962704029 
99 0.0004959620821272086 0.00023650592948294916 0.0005494665063391488 0.0013126699266727535 0.0004959620821272086 
